True Labels,Predictions
1,0.98835784
1,0.5786049
1,0.99655545
1,0.99489504
1,0.9752764
1,0.67605084
1,0.9766178
1,0.9428945
1,0.9758184
1,0.975225
1,0.89725196
1,0.97649616
1,0.97550315
1,0.9941415
1,0.9778957
1,0.9903376
1,0.9997247
1,0.8643752
1,0.66102636
1,0.9917345
1,0.97794616
1,0.7745583
1,0.62267923
1,0.963168
1,0.8382267
1,0.9537721
1,0.97676563
1,0.7045995
1,0.8940454
1,0.9903155
1,0.98700804
1,0.9752499
1,0.97683024
1,0.98696125
1,0.9766406
1,0.9755072
1,0.7968018
1,0.97871494
1,0.99244785
1,0.98848665
1,0.82718396
1,0.3236881
1,0.97708887
1,0.7484684
1,0.9780547
1,0.9198138
1,0.97727907
1,0.9751933
1,0.899323
1,0.99779487
1,0.99478155
1,0.78425914
1,0.9568369
1,0.9944559
1,0.21106267
1,0.95002127
1,0.976153
1,0.78845847
1,0.78814733
1,0.9857686
1,0.9754563
1,0.1552756
1,0.64925134
1,0.6718272
1,0.98118216
1,0.97502565
1,0.9996544
1,0.99978155
1,0.9766971
1,0.81396157
1,0.5633068
1,0.76070523
1,0.8516798
1,0.89964503
1,0.99507695
1,0.63794684
1,0.99475104
1,0.95504403
1,0.6013983
1,0.99803966
1,0.9753479
1,0.34801883
1,0.991169
1,0.5897533
1,0.99509466
1,0.9998802
1,0.92399484
1,0.7968143
1,0.9791029
1,0.97691333
1,0.99998665
1,0.19755234
1,0.67706984
1,0.58658737
1,0.972842
1,0.6743538
1,0.86212766
1,0.99994755
1,0.975466
1,0.9121772
1,0.9703733
1,0.7693727
1,0.9978004
1,0.9991942
1,0.64197105
1,0.9986687
1,0.8373144
1,0.9948143
1,0.97661394
1,0.98227763
1,0.7872541
1,0.97360975
1,0.9758974
1,0.9922759
1,0.72635
1,0.9999707
1,0.79649067
1,0.6023538
1,0.77418
1,0.6923244
1,0.5506805
1,0.87390107
1,0.99926585
1,0.97747886
1,0.9999144
1,0.95842016
1,0.981886
1,0.9015203
1,0.9707391
1,0.88475835
1,0.9754402
1,0.8874284
1,0.99885535
1,0.8909785
1,0.9991072
1,0.95906645
1,0.9767273
1,0.7815301
1,0.7545364
1,0.98289627
1,0.83586496
1,0.8965122
1,0.97009885
1,0.9841712
1,0.9951675
1,0.9998863
1,0.9737683
1,0.8690795
1,0.9999434
1,0.109730355
1,0.73281765
1,0.58953834
1,0.5084945
1,0.4390047
1,0.99935955
1,0.8396534
1,0.97678524
1,0.91649747
1,0.7390632
1,0.89048
1,0.99993885
1,0.9990613
1,0.9578722
1,0.9722259
1,0.9776403
1,0.97456974
1,0.89579874
1,0.99900764
1,0.97500324
1,0.99848676
1,0.102609545
1,0.9910781
1,0.81893337
1,0.5811138
1,0.998319
1,0.977427
1,0.9755706
1,0.9757003
1,0.9751202
1,0.8751385
1,0.9996623
1,0.9507679
1,0.94423974
1,0.8925428
1,0.04523023
1,0.77796763
1,0.87991166
1,0.97721714
1,0.9769907
1,0.9882785
1,0.98995435
1,0.92160904
1,0.8626201
1,0.016297378
1,0.98895067
1,0.96043146
1,0.7704292
