True Labels,Predictions
1,0.96355903
1,0.9080763
1,0.976118
1,0.088820346
1,0.9862358
1,0.9254361
1,0.74877393
1,0.98257095
1,0.90017605
1,0.5983355
1,0.7770131
1,0.98647946
1,0.19005597
1,0.81573224
1,0.9998411
1,0.8370499
1,0.99984086
1,0.98096126
1,0.9836451
1,0.8220117
1,0.5498428
1,0.69581157
1,0.9247486
1,0.8864123
1,0.98092514
1,0.94011706
1,0.99979085
1,0.8353608
1,0.6867511
1,0.98036504
1,0.93994915
1,0.94201344
1,0.6304457
1,0.9804519
1,0.9802981
1,0.91753715
1,0.8057878
1,0.82517517
1,0.9136708
1,0.99483645
1,0.9798952
1,0.8827135
1,0.9002678
1,0.7735819
1,0.99836916
1,0.7671784
1,0.9823759
1,0.9796674
1,0.55000585
1,0.97982454
1,0.9954104
1,0.9804032
1,0.7959349
1,0.9928536
1,0.89832544
1,0.9803238
1,0.9623655
1,0.95590025
1,0.9891912
1,0.99964774
1,0.9614577
1,0.9936373
1,0.92972606
1,0.8336784
1,0.7934404
1,0.8809391
1,0.9998983
1,0.7098064
1,0.97997814
1,0.9684021
1,0.99982625
1,0.9562724
1,0.7802709
1,0.7508748
1,0.6737618
1,0.89772314
1,0.998365
1,0.4271736
1,0.83499414
1,0.995643
1,0.98025036
1,0.85885686
1,0.78259665
1,0.99076897
1,0.99777126
1,0.9806778
1,0.9153471
1,0.62573475
1,0.9794206
1,0.6366137
1,0.7573988
1,0.99100983
1,0.923453
1,0.9997608
1,0.8522748
1,0.75909877
1,0.77793914
1,0.998944
1,0.99980766
1,0.9796957
1,0.6484658
1,0.99975735
1,0.9119154
1,0.98002326
1,0.98359114
1,0.8947524
1,0.9846144
1,0.9998692
1,0.9835307
1,0.9998647
1,0.9809364
1,0.9046795
1,0.99982363
1,0.82721317
1,0.9489894
1,0.98036504
1,0.95740056
1,0.98034334
1,0.9821976
1,0.9909094
1,0.9659263
1,0.8690893
1,0.9996878
1,0.68549836
1,0.69342047
1,0.7080605
1,0.7795988
1,0.51123077
1,0.59038156
1,0.83524483
1,0.8347587
1,0.9877145
1,0.98080313
1,0.9814922
