True Labels,Predictions
1,0.9436398
1,0.8371643
1,0.98898566
1,0.9507872
1,0.8066804
1,0.33656353
1,0.66936594
1,0.98909575
1,0.9993
1,0.98910207
1,0.4237806
1,0.84119064
1,0.83358026
1,0.74430233
1,0.3209118
1,0.8286541
1,0.9988147
1,0.99171364
1,0.95414627
1,0.59389323
1,0.9889916
1,0.9379851
1,0.6415348
1,0.9887905
1,0.9569191
1,0.99960965
1,0.98108083
1,0.56516963
1,0.9283634
1,0.98935294
1,0.8955318
1,0.98887604
1,0.9424621
1,0.99556196
1,0.9809868
1,0.9939866
1,0.83734095
1,0.9934144
1,0.7139587
1,0.989298
1,0.6213125
1,0.95349884
1,0.9998461
1,0.75202346
1,0.84522516
1,0.8125195
1,0.689205
1,0.987194
1,0.9895426
1,0.99029887
1,0.75965416
1,0.98783386
1,0.92339414
1,0.9996271
1,0.9448151
1,0.99641895
1,0.99986887
1,0.98240936
1,0.9981791
1,0.9010884
1,0.8942097
1,0.72083753
1,0.98918813
1,0.9495266
1,0.99411917
1,0.99899167
1,0.9889098
1,0.97816694
1,0.15445858
1,0.98959094
1,0.9876495
1,0.96354586
1,0.9912383
1,0.9904394
1,0.98956364
1,0.98118746
1,0.998355
1,0.98891944
1,0.8045803
1,0.9738941
1,0.20633319
1,0.5507343
1,0.9367661
1,0.9892601
1,0.9880774
1,0.98923117
1,0.8245444
1,0.9875882
1,0.98931515
1,0.92065775
1,0.9887123
1,0.988399
1,0.9964359
1,0.78159475
1,0.9953616
1,0.9985139
1,0.99162626
1,0.9890203
1,0.99964523
1,0.9058057
1,0.8059751
1,0.93362576
1,0.98850024
1,0.99983954
1,0.94652605
1,0.9894191
1,0.9902378
1,0.9767305
1,0.9893387
1,0.93283737
1,0.9729284
1,0.99725336
1,0.99928623
1,0.98900837
1,0.9998766
1,0.9361607
1,0.9246975
1,0.89557517
1,0.6162365
1,0.9147598
1,0.7804436
1,0.9976447
1,0.24768113
1,0.9951416
1,0.9890976
1,0.9855628
1,0.7102847
1,0.9891935
1,0.9887877
1,0.99073094
1,0.4744047
1,0.67858475
1,0.63657224
1,0.9978694
1,0.5852332
1,0.39580056
1,0.88477623
1,0.92566216
1,0.93334377
1,0.9775364
1,0.9888638
1,0.79245615
1,0.58643293
1,0.9898824
1,0.9896814
1,0.9813875
1,0.92333037
1,0.6808722
1,0.9887411
1,0.9995396
1,0.9880271
1,0.99812335
1,0.93307257
1,0.7032361
1,0.99699545
1,0.99256307
1,0.995449
1,0.953608
1,0.64132744
1,0.9996728
1,0.99868387
1,0.83187705
1,0.97621536
1,0.8033894
1,0.94159704
1,0.43612644
1,0.27010038
1,0.9999758
1,0.7169439
1,0.9870782
1,0.81534463
1,0.93598264
1,0.7877832
1,0.8236744
1,0.9887158
1,0.92479783
1,0.9976915
1,0.79531
1,0.9978052
1,0.8960061
1,0.98874694
1,0.5916856
1,0.89481664
1,0.9970843
1,0.7982737
1,0.99820936
1,0.9892027
1,0.4801147
1,0.99819213
1,0.6594985
1,0.9538715
1,0.9699017
1,0.9649829
1,0.9833492
1,0.7917224
1,0.57105845
1,0.99986637
1,0.8375487
1,0.6794601
1,0.8018103
1,0.9912798
1,0.98116803
1,0.9897656
1,0.62101775
1,0.8595865
1,0.98906684
1,0.99958986
1,0.986761
1,0.99958533
1,0.73468286
1,0.8833497
1,0.98884493
1,0.9999099
1,0.92233855
1,0.98783976
1,0.8153235
1,0.9994856
1,0.78969425
1,0.9588904
1,0.7790963
1,0.9997383
1,0.38003227
1,0.97125834
1,0.98828876
1,0.9996489
1,0.86611915
1,0.9874915
1,0.98050654
1,0.9377693
1,0.9354201
1,0.9888679
1,0.33748338
1,0.99988925
1,0.9899345
1,0.8339569
1,0.98944634
1,0.9888398
1,0.9911877
1,0.8404897
1,0.6398814
1,0.9906446
1,0.95107996
1,0.98925555
1,0.9712247
1,0.8944893
1,0.9320972
1,0.9946116
1,0.9912179
1,0.78185374
1,0.99531364
1,0.9945076
1,0.7844422
1,0.999775
1,0.9991461
1,0.9889157
1,0.9887965
1,0.8329988
1,0.8682743
1,0.99905485
1,0.6295895
1,0.99121654
1,0.99969816
1,0.8422446
1,0.9890198
1,0.9989661
1,0.7807634
1,0.82011527
1,0.96268123
1,0.7814464
1,0.40075895
1,0.9753236
1,0.9900842
1,0.3264561
1,0.9957802
1,0.9329415
1,0.98125607
1,0.7680436
1,0.6768093
1,0.9889948
1,0.35489616
1,0.96853805
1,0.98465306
1,0.04015386
1,0.80053276
1,0.9973527
1,0.9044061
1,0.6565131
1,0.98904806
1,0.9688228
1,0.9885466
1,0.8818158
1,0.98866946
1,0.7216374
1,0.9343738
1,0.9892903
1,0.9725257
1,0.8544059
1,0.994086
1,0.9830467
1,0.9889326
1,0.9119112
1,0.99978024
1,0.8885167
1,0.81359315
1,0.76937246
1,0.8436523
1,0.5992328
1,0.8764826
1,0.9839373
1,0.678172
1,0.6114928
1,0.62598056
1,0.76361006
1,0.9940215
1,0.6429473
1,0.9984669
1,0.9790029
1,0.9889882
1,0.99912626
1,0.9415518
1,0.62684304
1,0.8020879
1,0.49532276
1,0.996924
1,0.8774622
1,0.8450296
1,0.9894174
1,0.9800802
1,0.99987805
1,0.9889087
1,0.98977333
1,0.9885089
1,0.9907962
1,0.8904908
1,0.9960186
1,0.9428545
1,0.97976685
1,0.99935645
1,0.9405183
1,0.9763156
1,0.960796
1,0.97670424
1,0.9410423
1,0.99117494
1,0.9952974
1,0.94440174
1,0.9923248
1,0.99122846
1,0.9604587
1,0.98814917
1,0.985145
1,0.1810787
1,0.8080539
1,0.3018488
1,0.76242757
1,0.92990106
1,0.99210656
1,0.89106697
1,0.9816119
1,0.90140504
1,0.9930823
1,0.90001553
1,0.9997688
1,0.9891104
1,0.8223981
1,0.91854995
1,0.8354284
1,0.950616
1,0.97118473
1,0.98284596
1,0.9596584
1,0.98941225
1,0.9736936
1,0.99784017
1,0.9999434
1,0.80944514
1,0.9567494
1,0.9891049
1,0.9563753
1,0.8083763
1,0.99341655
1,0.9823187
1,0.9946755
1,0.9309314
1,0.9996357
1,0.9887137
1,0.9994825
1,0.72178346
1,0.9728425
1,0.89266425
1,0.7645508
1,0.9892418
1,0.8034024
1,0.8015861
1,0.9469125
1,0.9898498
1,0.9891105
1,0.8971868
1,0.8009296
1,0.8934697
1,0.9176858
1,0.8220319
1,0.95232725
1,0.9999043
1,0.89942753
1,0.9997453
1,0.98682445
1,0.95967597
1,0.80633694
1,0.13983077
1,0.9885139
